gene,snp,snippet
ABCC2,Rs717620,intrahepatic cholestasis
ABCC2,Rs3740065,invasive breast cancer
ABCC2,Rs2273697,epilepsy
ABCC2,Rs2273697,neurological adverse drug reactions
ABCC2,Rs2273697,reduced carbamazepine transport across the cell membrane.
ABCC4,Rs11568658,myocardial infarction
ABCC4,Rs9561778,ADR
ABCC4,Rs9561778,ed that
ABCC6,Rs63749823,pseudoxanthoma elasticum
ABCC6,Rs63749823,ABCC6 mutations
ABCC6,Rs63749823,pseudoxanthoma elasticum
ABCC8,Rs151344624,somatic loss
ABCC8,Rs151344624,pregnancy 
ABCC8,Rs151344624,mutation 
ABCC8,Rs151344623,somatic loss of heterozygosity
ABCC8,Rs151344623,compound heterozygosity
ABCC8,Rs151344623,pregnancy
ABCC8,Rs1048095,permanent neonatal diabetes mellitus
ABCC8,Rs1048095,permanent neonatal diabetes mellitus (PNDM)
ABCC8,I5012558,Familial Hyperinsulinism
ABCC8,I5012556,Familial Hyperinsulinism
ABCC8,I5008233,Familial Hyperinsulinism
ABCC8,Rs151344623, homozygosity
ABCC9,Rs4148649,postural changes in blood pressure
ABCC9,Rs4148649,postural changes in blood pressure
ABCC9,Rs4148649,postural changes in blood pressure
ABCC9,Rs4148649,blood pressure
ABCC9,Rs4148649,blood pressure
ABCC9,Rs4762865,blood pressure
ABCC9,Rs4762865,postural changes in blood pressure
ABCC9,Rs4762865,postural changes in 
ABCC9,Rs4762865,postural changes in blood pressure
ABCC9,Rs4762865,postural changes in blood pressure
ABCC9,Rs4762865,blood pressure
ABCC9,Rs4762865,blood pressure
ABCC9,Rs4762865,postural changes in blood pressure
ABCC9,Rs4148649,postural changes in 
ABCC9,Rs4148649,blood pressure
ABCC9,Rs2955503,haplotype
ABCC9,Rs2900492,postural changes in blood pressure.
ABCC9,Rs2900492,postural changes in blood pressure
ABCC9,Rs2900492,postural changes in blood pressure
ABCC9,Rs11046232,blood pressure
ABCC9,Rs11046232,blood pressure
ABCC9,Rs11046232,postural changes in blood pressure
ABCC9,Rs11046232,postural changes in blood pressure
ABCC9,Rs11046232,postural changes in blood pressure
ABCC9,Rs11046232,postural changes in 
ABCC9,Rs11046232,postural changes in blood pressure
ABCC9,Rs11046232,blood pressure
ABCC9,Rs4148649,postural changes in blood pressure
ABCD1,Rs398123109,pathogenic for adrenoleukodystrophy (ALD)
ABCD1,Rs398123109,pathogenic for adrenoleukodystrophy (ALD)
ABCD1,Rs398123109,adrenoleukodystrophy
ABCD1,Rs398123109,adrenoleukodystrophy (ALD)
ABCD1,Rs398123104,pathogenic for adrenoleukodystrophy
ABCD1,Rs1131691743,adrenoleukodystrophy
ABCD1,Rs1057518721,"deafness, dystonia, and cerebral hypomyelination"
ABCD1,Rs398123109,adrenoleukodystrophy
ABCG2,Rs3114018,gout
ABCG2,Rs3114018,gout
ABCG2,Rs3114018,haplotype blocks
ABCG2,Rs3114018,gout
ABCG2,Rs2231142,diarrhea 
ABCG2,Rs2231142,lung cancer
ABCG2,Rs2231142,Atherosclerosis
ABCG2,Rs2231142,"rs2231142, also known as Q141K and C421A, is a SNP in the ABCG2 gene, indicating a missense variant. ""Our data indicate that at least 10% of all gout cases in whites are attributable to this causal variant.""A is the risk allele. A large study totaling 7,699 participants in the Framingham cohort and 4,148 participants in the Rotterdam cohort was conducted, with genome-wide significant SNPs then replicated in 11,000+ Caucasian and ~4,000 African-American individuals who took part in the study of Atherosclerosi"
ABCG2,Rs2231142,"4,000 African-American individuals who took part in the study of Atherosclerosis Risk in Communities"
ABCG2,Rs2231142,Atherosclerosis Risk
ABCG2,Rs3114018,gout
ABCG2,Rs2231137,ischemic stroke
ABCG2,Rs2231137,black
ABCG2,Rs2231137,white
ABCG2,Rs2231137,stroke
ABCG2,Rs2231137,allele homozygotes
ABCG2,Rs2231137,ischemic stroke
ABCG2,Rs2231137,stroke
ABCG2,Rs2231137,ischemic stroke
ABCG2,Rs1481012,colorectal cancer
ABCG2,Rs2231142,heterozygotes
ABCG8,Rs6756629,gallstone disease
ABCG8,Rs6756629,increased HDL cholesterol levels
ABCG8,Rs6756629,decreased LDL levels
ABCG8,Rs6756629,decreased triglyceride levels
ABCG8,Rs41360247,Gallstone disease
ABCG8,Rs11887534,"p=1.4x10-14), "
ABCG8,Rs41360247,increases susceptibility to Gallstone disease
ABO,Rs8176747,ABO Blood Type
ABO,Rs8176719,blood group type O
ABO,Rs8176719,blood group type O
ABO,Rs8176719,blood type A
ABO,Rs8176719,blood type B
ABO,Rs8176719,"blood type A, B, or AB"
ABO,Rs8176719,type O
ABO,Rs8176741,blood group type
ABO,Rs8176743,ABO Blood Type
ABO,Rs8176746,G/T
ABO,Rs8176746,A/C
ABO,Rs8176719,blood group type A or type B
ABO,Rs8176719,"blood group types A, B, and AB"
ABO,Rs8176719,blood group type O status
ABO,Rs657152,ABO blood group
ABO,Rs657152,men and women
ABO,Rs41302905,may influence ABO blood group see gs129ABO Blood Type
ABO,Rs505922,pancreatic cancer
ABO,Rs505922,pancreatic cancer
ABO,Rs507666,histo-blood
ABO,Rs7853989,ABO Blood Type
ABO,Rs507666,histo
ABO,Rs507666,blood 
ABO,Rs657152,pancreatic cancer
ABO,Rs657152,pancreatic cancer
ABO,Rs657152,ABO histo-blood
ABO,Rs657152,women
ABO,Rs657152,thyroid
ABO,Rs56392308,A2 ABO blood
ABP1,Rs2268999,single nucleotide polymorphisms in the diamine oxidase gene with diamine oxidase serum activities
ABP1,Rs2052129,selective hypersensitivity to ibuprofen
ABP1,Rs2052129,selective NSAID hypersensitivity 
ABP1,Rs2052129,HIT
ABP1,Rs2052129,NSAID hypersensitivity 
ABP1,Rs2052129,hypersensitivity to ibuprofen
ABP1,Rs2052129,Caucasian
ABP1,Rs10156191,hypersensitivity to non-steroidal anti-inflammatory drugs (NSAIDs)
ABP1,Rs2052129,"histamine intolerance (HIT), "
ACADM,I5003116,Dehydrogenase Deficiency
ACADM,I5003117,Medium-Chain
ACADM,Rs121434280,temperature-sensitive mutation
ACE,Rs4359,anti-hypertensive drug ramipril
ACE,Rs4359,SNP 
ACE,Rs4353,late-onset Alzheimer disease
ACE,Rs4343,diabetic nephropathy
ACE,Rs4311,diabetic nephropathy.
ACE,Rs4293,Alzheimer's disease
ACE,Rs4293,SNP 
ACE,Rs4293,Alzheimer's disease
ACE,Rs4293,Alzheimer's disease.
ACE,Rs4311,diabetic nephropath
ACKR1,Rs2814778,Malaria Resistance
ACKR1,Rs2814778,Plasmodium vivax malaria
ACKR1,Rs2814778,Malaria
ACKR1,Rs2814778,Plasmodium vivax malaria 
ACKR1,Rs2814778,Malaria
ACKR1,Rs2814778,malaria
ACKR1,Rs12075,blood group antigen system
ACKR1,Rs2814778,Duffy blood group antigen
ACTA2,Rs1926203,lung cancer
ACTA2,Rs121434528,transient ischemic attacks
ACTA2,Rs121434528,ministrokes
ACTA2,Rs121434528,Strokes
ACTA2,Rs1926203, lung cancer risk
ACTA2,Rs121434528,"Moyamoya,"
ACTA2,Rs121434528,moyamoya-like cerebrovascular disease
ACTA2,Rs121434528,familial thoracic aortic aneurysm and dissection (TAAD)
ACTA2,Rs121434528,arteries at the base of the brain are blocked
ACTC1,Rs193922680,eft ventricular noncompaction
ACTC1,Rs193922680,pathogenic/likely pathogenic
ACTC1,Rs193922680,amilial hypertrophic cardiomyopathy
ACTG1,Rs28999111,deafness
ACTG1,Rs28999111,deafness
ACTG1,Rs28999112,deafness
ACTG1,Rs28999112,deafness
ACTN3,Rs1815739,SNPs 
ACTN3,Rs1815739,athletic status
ACTN3,Rs1815739,life course physical capability
ACTN3,Rs1815739,leg muscle power
ACTN3,Rs1815739,endurance ability
ACTN3,Rs1815739, power/sprint performance
ACTN3,Rs1815739,performance phenotypes i
ACTN3,Rs1815739,polymorphism
ACTN3,Rs1815739,endurance ability
ACTN3,Rs1815739,explosive leg muscle power
ACTN3,Rs1815739,muscle performance
ACTN4,Rs121908415,Focal segmental glomerulosclerosis
ACTN4,Rs121908416,Focal segmental glomerulosclerosis
ACTN4,Rs121908417,Focal segmental glomerulosclerosis
ADA,Rs121908739,adenosine deaminase deficiency
ADA,Rs121908739,adenosine deaminase deficiency.
ADA,Rs121908738,adenosine deaminase deficiency
ADA,Rs121908738,adenosine deaminase deficiency.
ADA,Rs121908735,SCID
ADA,Rs121908736,adenosine deaminase deficiency.
ADA,Rs121908735,ADA
ADA,Rs121908736,adenosine deaminase deficiency
ADAM10,Rs145518263,Alzheimer's disease
ADAM10,Rs61751103,Alzheimer's disease
ADAM10,I6006818,Alzheimer's disease
ADAM10,I6006817,Alzheimer's disease
ADAM10,I6006817,Alzheimer's disease
ADAM10,I6006818,Alzheimer's disease assocation
ADAM19,Rs1422795,lung cancer
ADAM19,Rs1422795,COPD
ADAM33,Rs574174, bronchial hyperresponsiveness
ADAM33,Rs574174,asthma
ADAM33,Rs574174,COPD
ADAM33,Rs574174,psoriasis
ADAM33,Rs574174,asthma
ADAM33,Rs574174,immune-mediated diseases
ADAM33,Rs574174,type 1 diabetes
ADAM33,Rs512625,psoriasis
ADAM33,Rs512625,psoriasis
ADAM33,Rs44707,bronchial hyperresponsiveness.
ADAM33,Rs44707,asthma 
ADAM33,Rs3918396,chronic obstructive pulmonary disease (COPD)
ADAM33,Rs2853209,atopic dermatitis
ADAM33,Rs2853209,atopic dermatitis
ADAM33,Rs574174,asthma and bronchial hyperresponsiveness
ADAM33,Rs574174,type 1 diabetes
ADAM33,Rs574174,polymorphisms
ADAM33,Rs574174,disintegrin
ADAM33,Rs2787094,Japanese women
ADAM33,Rs628977,rhinoconjunctivitis
ADAM33,Rs628977,smoking
ADAM33,Rs628977,genetic polymorphisms
ADAM33,Rs628977,atopic dermatitis
ADAM33,Rs628977,polymorphisms
ADAM33,Rs574174,immune-mediated diseases
ADAM33,Rs628977,psoriasis susceptibility
ADAM33,Rs628977,psoriasis
ADAM33,Rs628977,early-onset psoriasis
ADAM33,Rs574174,polymorphisms
ADAM33,Rs574174,lung function
ADAM33,Rs574174,asthma
ADAM33,Rs574174,metalloprotease
ADAM33,Rs628977,atopic dermatitis
ADAM33,Rs2787094,rhinoconjunctivitis
ADAM33,Rs2787094,Chinese Han population
ADAM33,Rs2787094,psoriasis
ADAM33,Rs2787094,asthma
ADAM33,Rs2787094,rhinoconjunctivitis
ADAM33,Rs2787094,allergy and asthma 
ADAM33,Rs2787094,asthma
ADAM33,Rs2787094,atopic dermatitis
ADAM33,Rs2787094,rhinitis
ADAM33,Rs2787094,bronchial hyperresponsiveness
ADAM33,Rs2787094,adult allergic asthma
ADAM33,Rs2787094,immune-mediated diseases
ADAM33,Rs2787094,type 1 diabetes
ADAM33,Rs2787094,bronchial hyperresponsiveness
ADAM33,Rs2787094,asthma
ADAM33,Rs2280089,bronchial hyperresponsiveness
ADAM33,Rs2280089,asthma
ADAM33,Rs2787094,asthma 
ADAM33,Rs2787094,type 1 diabetes
ADAM33,Rs2787094,Han population of northeastern China
ADAM33,Rs2787094,asthma
ADAM33,Rs2787094,African American urban population
ADAM33,Rs2787094,childhood allergy and asthma
ADAM33,Rs2787094,asthma
ADAM33,Rs2787094,psoriasis
ADAM33,Rs2787094,tobacco smokers
ADAM33,Rs2787094,lung function
ADAM33,Rs2787094,Indian children
ADAM33,Rs2787094,atopic dermatitis
ADAM33,Rs2787094,immune-mediated diseases
ADAM33,Rs2787094,rhinitis
ADAM33,Rs2787094,adult allergic asthma
ADAM33,Rs2787094,psoriasis
ADAM33,Rs2787094,German populations
ADAM33,Rs2787094,Japanese children
ADAMTS13,Rs28647808,50% higher risk for renal complications
ADAMTS13,Rs28647808,higher renal or cardiavascular complications
ADAMTS13,Rs28647808,type-2 diabetes
ADCY2,Rs13166360,Bipolar Disorder
ADCY2,Rs13166360,Bipolar Disorder
ADCY2,Rs13166360,Bipolar Disorder
ADCY2,Rs13166360,Major Mood Disorders
ADCY2,Rs13166360,Schizophrenia
ADCY2,Rs13166360,bipolar disorder
ADCY2,Rs13166360,bipolar disorder
ADCY2,Rs13166360,BD
ADCY2,Rs13166360,Bipolar Disorders
ADCY2,Rs13166360,bipolar disorder
ADCY2,Rs13166360,Bipolar Disorder (BD)
ADCY2,Rs13166360,"those suffering from bipolar disorder are at a higher risk of suicide, anxiety disorders, and substance abuse"
ADCY2,Rs13166360,BD
ADCY2,Rs13166360,BD
ADCY2,Rs13166360,recurrent episodes of depression and mania
ADCY3,Rs541941351,obesity
ADCY5,Rs796065306,dyskinesia disorder
ADCY5,Rs796065306,facial myokymia
ADCY5,Rs796065306,dyskinesia disorder
ADCY5,Rs796065306,autosomal dominant familial dyskinesia
ADCY5,Rs796065306,facial myokymia
ADCY5,Rs11708067,glucose and insulin responses
ADH1B,Rs6413413,Spaniards
ADH1C,Rs283413,affect alcohol metabolism
ADH1C,Rs283413,Parkinson's disease (PD)
ADH1C,Rs283413,PD
ADH1C,Rs283413,alcohol metabolism
ADH1C,Rs283413,Parkinson's disease
ADH1C,Rs283413,"y the gs211 genoset. Note that the effects of alcohol are higher in individuals who break down (basically, detoxify) ethanol more slowly"
ADH1C,Rs283413,neurodegenerative diseases
ADIPOQ,Rs182052,type 2 diabetes
ADIPOQ,Rs182052,ischemic stroke
ADIPOQ,Rs822393, Adipokine
ADIPOQ,Rs822396,ischemic stroke
ADIPOQ,Rs822395,breast cancer
ADIPOQ,Rs822395,colorectal cancer
ADIPOQ,Rs822395,overweight and obesity.
ADIPOQ,Rs822396,coronary heart disease
ADIPOQ,Rs822396,breast cancer risk
ADIPOQ,Rs822396,type 2 diabetes
ADIPOQ,Rs822396,colorectal cancer
ADIPOQ,Rs182052,polymorphisms
ADIPOQ,Rs822396,incident myocardial infarction and ischemic stroke
ADIPOQ,Rs182052,birth weight
ADIPOQ,Rs822395,Single nucleotide polymorphisms
ADIPOQ,Rs182052,prostate cance
ADIPOQ,Rs182052,insulin sensitivity
ADIPOQ,Rs17300539,increased risk of insulin resistance
ADIPOQ,Rs17300539,obesity
ADIPOQ,Rs17300539,insulin resistance
ADIPOQ,Rs17300539,weight regain
ADIPOQ,Rs17300539,SNP
ADIPOQ,Rs17300539,diabetes risk
ADIPOQ,Rs182052,type 2 diabetes
ADIPOQ,Rs17300539,risk of insulin resistance
ADIPOQ,Rs182052,incident myocardial infarction
ADIPOQ,Rs182052, ischemic stroke
ADIPOQ,Rs182052,plasma adiponectin levels
ADIPOQ,Rs182052,diabetes-related quantitative traits
ADIPOQ,Rs17300539,diabetes
ADORA2A,Rs5751876,Parkinson's disease
ADRA2A,Rs1800544,clonidine treatment of Irritable bowel syndrome
ADRA2A,Rs1800544,depression
ADRA2A,Rs1800544, treatment
ADRA2B,Rs2229169,Koreans 
ADRA2B,Rs2229169,cardiac heart disease
ADRA2B,Rs2229169,prolonged acute chest pain
ADRA2B,Rs2229169,myocardial infarction
ADRA2B,Rs2229169,"Association of the deletion genotype with small-vessel disease was the main contributor to the risk. In a study of more than 400 young Swiss adults, the carriers of del301–303 polymorphism had about 20% better memory for emotional photographs, both positive and negative"
ADRA2B,Rs2229169,Chinese 
ADRA2B,Rs2229169,This may result in both negative cardiovascular consequences and positive cognitive effects
ADRA2B,Rs2229169,Alpha-2B adrenergic receptors contribute to norepinephrine stimulation in the brain and to peripheral vasoconstriction.
ADRA2B,Rs2229169,deletion polymorphism
ADRA2B,Rs2229169,This is a good proxy for alpha-2B-adrenergic receptor gene
ADRA2B,Rs2229169,"Associations with the number of sudden cardiac deaths and overall cardiac heart disease mortality were also observed, but they would not be significant after correcting for multiple comparisons."
ADRB2,Rs1042714,obesity
ADRB2,Rs1042714,type-2 diabetes
ADRB2,Rs1042714,hypertension
ADRB2,Rs1042713,asthma
ADRB2,Rs1042713,asthma
AFG3L2,Rs151344523,spinocerebellar ataxia-28
AGT,Rs4762,diabetic retinopathy.
AGT,Rs5051,essential hypertension
AGT,Rs4762,Alzheimer disease
AGT,Rs4762,coronary artery disease
AGT,Rs4762,pre-eclampsia
AGT,Rs4762,pre-eclampsia
AGT,Rs4762,diabetic retinopathy
AGT,Rs4762,coronary artery disease
AGT,Rs4762,heart failure
AGT,Rs4762,Alzheimer disease
AGT,Rs3889728,pre-eclampsia
AGT,Rs387906578,OMIM
AGT,Rs3889728,"pre-eclampsia,"
AGT,Rs4762,pre-eclampsia
AGTR1,Rs5182,reduced risk of heart attack
AHCY,Rs819134,methylations
AHCY,Rs819147,regulation of biologic methylations
AHCY,Rs819171,regulation of biologic methylations
AHSG,Rs4917,body fat levels
AHSG,Rs4917,increased risk for leanness
AHSG,Rs4917,lower body fat concentrations
AHSG,Rs4917,reduced plasma lipid levels
AHSG,Rs4917,insulin sensitivity
AHSG,Rs2518136,Caucasians
AHSG,Rs2518136,type-2 diabetes
AHSG,Rs2518136,Caucasians
AHSG,Rs2518136,type-2 diabetes
AHSG,Rs2518136,type-2 diabetes
AHSG,Rs4917,obesity 
AKT1,Rs3730358,Korean population
AKT1,Rs3730358,Obstetric Complications
AKT1,Rs3730358,schizophrenia
AKT1,Rs3730358,schizophrenia
AKT1,Rs3730358, cell lung cancer
AKT1,Rs3730358, no
AKT1,Rs3730358, associations with schizophrenia: meta-analyses of 12 candidate genes. Absence of AKT1 mutations in glioblastoma. No association betwee
AKT1,Rs3730358,non-small cell lung cancer.
AKT1,Rs3730358,lung cancer
AKT1,Rs3730358,polymorphism
AKT1,Rs3730358,Taiwanese population
AKT1,Rs3730358,schizophrenia
AKT1,Rs2494732,psychotic disorde
AKT1,Rs2494732,mind-altering symptoms
AKT1,Rs2494732,once-a-month cannabis users
AKT1,Rs2494732,cannabis-related psychosis
AKT1,Rs2494732,"drug-related psychoses,"
AKT1,Rs2494732,", schizophrenia"
AKT1,Rs3730358,glioblastoma
ALB,Rs79744198,abnormality of albumin
ALB,Rs79228041,melanoma
ALB,Rs78784172,splicing mutation
ALB,Rs78784172,Analbuminemia
ALB,Rs78340021,Novel nonsense mutation
ALB,Rs78340021,analbuminemia
ALB,Rs77050410,Mutations in genetic variants of human serum albumin found in Italy.
ALB,Rs76593094,alloalbumins
ALB,Rs76483862,alloalbumins
ALB,Rs75152012,acute glomerulonephritis
ALB,Rs75152012,teroid-sensitive idiopathic nephrotic syndrome
ALB,Rs75152012,analbuminemia
ALB,Rs1800580,truncated albumin variant
ALB,Rs1800580,Albumin Rugby Park
ALDH3A2,Rs1800870,oral cancer
ALDH3A2,Rs1800870,interleukin-10 gene
ALDH3A2,Rs1800870,oral cancer
ALDH5A1,Rs3765310,SSADH deficiency
ALDH5A1,Rs3765310,succinate semialdehyde dehydrogenase
ALDH5A1,Rs2760118,ccin
ALDH5A1,Rs2760118,United 
ALDH5A1,Rs2760118,Reduc
ALDH5A1,Rs2760118,he suc
ALDH5A1,Rs2760118,mutatio
ALDH5A1,Rs2760118,e a
ALDH5A1,Rs2760118,tive 
ALDH5A1,Rs2760118,King
ALDH5A1,Rs2760118,with S
ALDH5A1,Rs2760118, accumulation 
ALDH5A1,Rs2760118,dyslexia
ALDH7A1,Rs121912707,pyridoxine-dependent epilepsy
ALDH7A1,Rs121912707,pyridoxine-dependent epilepsy
ALDH7A1,Rs121912707,pyridoxine-dependent epilepsy
ALDOB,Rs1800546,avoidance of fructose-containing foods
ALDOB,Rs1800546,food aversion to fructose-rich foods
ALDOB,Rs1800546,liver failure and death
ALDOB,Rs1800546,"bloating, abdominal pain, diarrhea, hypoglycemia, hyperuricemia, mental depression, jaundice, and cirrhosis"
ALDOB,Rs1800546,HFI
ALDOB,Rs1800546,phosphate sink
ALDOB,Rs1800546,autosomal recessive
ALDOB,Rs1800546,severe hypoglycemia
ALDOB,Rs1800546,halt of gluconeogenesis and glycogenolysis
ALDOB,Rs1800546,"altered consciousness, diaphoresis, and seizures"
ALDOB,Rs1800546,HFI
ALDOB,Rs1800546,HFI
ALDOB,Rs1800546,HFI
ALDOB,Rs1800546,Italian patients
ALDOB,Rs1800546,European ancestry
ALDOB,Rs1800546,American
ALDOB,Rs1800546,Italians
ALDOB,Rs1800546,HFI
ALDOB,Rs1800546,HFI
ALDOB,Rs1800546,Chronic Diarrhea
ALDOB,Rs1800546,hereditary fructose intolerance
ALDOB,Rs76917243,ALDOB gene mutation
ALDOB,Rs1800546,HFI
ALDOB,Rs1800546,death
ALDOB,Rs1800546,HFI
ALDOB,I5012665,Hereditary fructose intolerancers
ALDOB,I5012665,Hereditary fructose intolerance
ALDOB,I5012665,fructose intolerance
ALDOB,Rs1800546,=CLINICAL OVERVIEW:=
ALDOB,Rs1800546,hereditary fructosuria
ALDOB,Rs1800546,"bloating, abdominal pain, diarrhea, hypoglycemia, hyperuricemia, mental depression, jaundice, and cirrhosis that can lead to liver failure and death."
ALDOB,Rs1800546,severe hypoglycemia
ALDOB,Rs1800546,diaphoresis
ALDOB,Rs1800546,altered consciousness
ALDOB,Rs1800546,seizures
ALDOB,I5008215,Hereditary Fructose Intolerance
ALDOB,Rs1800546,loss of function of aldolase B
ALDOB,Rs1800546,death
ALDOB,Rs1800546,fructose intolerance
ALDOB,Rs1800546,hereditary fructosuria
ALDOB,Rs1800546,hypoglycemia
ALDOB,Rs1800546,European ancestry
ALDOB,Rs1800546,mental depression
ALDOB,Rs1800546,"altered consciousness, diaphoresis, and seizures, sometimes resulting in death."
ALDOB,Rs1800546,"bloating, abdominal pain, diarrhea, hypoglycemia, hyperuricemia, mental depression, jaundice, and cirrhosis that can lead to liver failure and death"
ALDOB,Rs1800546,inability of the body to break down fructose into byproducts for human consumption
ALDOB,Rs1800546,cirrhosis
ALOX5AP,Rs4076128,breast cancer
ALOX5AP,Rs4076128,ethnicity 
ALOX5AP,Rs4076128,women 
ALOX5AP,Rs4076128,east cancer
ALOX5AP,Rs4076128,higher breast cancer risk
ALOX5AP,Rs4769874,haplotype
ALOX5AP,Rs4769874,myocardial infarction
ALOX5AP,Rs4769874,ischemic stroke
ALOX5AP,Rs4769874,myocardial infarction or ischemic stroke
ALOX5AP,Rs9315050,myocardial infarction
ALOX5AP,Rs4769874,ischemic stroke
ALOX5AP,Rs9315050,ischemic stroke
ALOX5AP,Rs9315050,myocardial infarction
ALOX5AP,Rs9551963,myocardial infarction
ALOX5AP,Rs9551963,ischemic stroke
ALOX5AP,Rs9551963,atherosclerosis
ALOX5AP,Rs9551963,hypercholesterolemia
ALOX5AP,Rs9551963,atherothrombotic cardiovascular disease
ALOX5AP,Rs17222814,ischemic stroke
ALOX5AP,Rs4769874,myocardial infarction
ALOX5AP,Rs9315050,ischemic stroke
ALOX5AP,Rs17222814,myocardial infarction
ALOX5AP,Rs17222814,bifurcation intima-media thickness
ALOX5AP,Rs17222814,alcohol consumption
ALOX5AP,Rs10507391,myocardial infarction
ALOX5AP,Rs10507391,ischemic stroke
ALOX5AP,Rs10507391,ischemic stroke
ALOX5AP,Rs10507391,cardiovascular disease
ALOX5AP,Rs10507391,atherosclerosis
